지점,지점명,일시,기온(°C),풍향(deg),강수량(mm),습도(%)
634,아산,2025-03-14 12:00,15,51.9,0,25
634,아산,2025-03-14 13:00,16.8,54,0,20
634,아산,2025-03-14 14:00,17.6,52.4,0,19
634,아산,2025-03-14 15:00,17.4,15.7,0,19
634,아산,2025-03-14 16:00,16.4,50.8,0,25
634,아산,2025-03-14 17:00,15.1,81.9,0,30
634,아산,2025-03-14 18:00,14.1,320.4,0,32
634,아산,2025-03-14 19:00,10.7,30.3,0,48
634,아산,2025-03-14 20:00,10.1,34.5,0,49
634,아산,2025-03-14 21:00,9.3,0,0,52
634,아산,2025-03-14 22:00,9.1,187.5,0,51
634,아산,2025-03-14 23:00,9.9,49.7,0,50
634,아산,2025-03-15 0:00,12,113.1,0,35
634,아산,2025-03-15 1:00,11.4,137.6,0,40
634,아산,2025-03-15 2:00,10.5,132.7,0,38
634,아산,2025-03-15 3:00,10,130.5,0,42
634,아산,2025-03-15 4:00,9.2,114.1,0,51
634,아산,2025-03-15 5:00,9,122.5,0,50
634,아산,2025-03-15 6:00,8.8,125.6,0,53
634,아산,2025-03-15 7:00,8.8,117.5,0,55
634,아산,2025-03-15 8:00,9,139.5,0,54
634,아산,2025-03-15 9:00,10.3,127.4,0,46
634,아산,2025-03-15 10:00,10.5,134.9,0,44
634,아산,2025-03-15 11:00,12.2,125.9,0,39
634,아산,2025-03-15 12:00,13.8,130.1,0,40
634,아산,2025-03-15 13:00,14,132.3,0,38
634,아산,2025-03-15 14:00,15,172.6,0,38
634,아산,2025-03-15 15:00,15.3,177,0,36
634,아산,2025-03-15 16:00,14.1,159.7,0,36
634,아산,2025-03-15 17:00,13.9,150.4,0,38
634,아산,2025-03-15 18:00,13.1,131.3,0,39
634,아산,2025-03-15 19:00,11.3,144,0,44
634,아산,2025-03-15 20:00,10.1,145.8,0,47
634,아산,2025-03-15 21:00,9,125.3,0,50
634,아산,2025-03-15 22:00,7.7,189.1,0,58
634,아산,2025-03-15 23:00,7.7,162.3,0,58
634,아산,2025-03-16 0:00,7.5,172.9,0,60
634,아산,2025-03-16 1:00,7.3,0,0,61
634,아산,2025-03-16 2:00,7.6,132.1,0,59
634,아산,2025-03-16 3:00,7.6,154,0,58
634,아산,2025-03-16 4:00,7.3,288.9,0,68
634,아산,2025-03-16 5:00,6.1,300.7,0,71
634,아산,2025-03-16 6:00,5.5,273.8,0,68
634,아산,2025-03-16 7:00,5.4,259.4,0,65
634,아산,2025-03-16 8:00,5.7,258.9,0,67
634,아산,2025-03-16 9:00,4.9,260.2,0,76
634,아산,2025-03-16 10:00,4.9,269.1,0,81
634,아산,2025-03-16 11:00,4.4,310.1,0,73
634,아산,2025-03-16 12:00,4.9,311.5,0,66
634,아산,2025-03-16 13:00,5,306.4,0,51
634,아산,2025-03-16 14:00,5.1,311.8,0,42
634,아산,2025-03-16 15:00,6.2,283.3,0,34
634,아산,2025-03-16 16:00,5.1,287.7,0,38
634,아산,2025-03-16 17:00,3.6,285.6,0,38
634,아산,2025-03-16 18:00,2.7,293.1,0,43
634,아산,2025-03-16 19:00,1.7,295.2,0,42
634,아산,2025-03-16 20:00,1.9,296.9,0,44
634,아산,2025-03-16 21:00,2.2,290.4,0,42
634,아산,2025-03-16 22:00,2.2,287.4,0,42
634,아산,2025-03-16 23:00,2.3,299.4,0,44
634,아산,2025-03-17 0:00,2.1,311.8,0,46
634,아산,2025-03-17 1:00,2,317,0,49
634,아산,2025-03-17 2:00,1.9,317.9,0,48
634,아산,2025-03-17 3:00,1.6,293.2,0,45
634,아산,2025-03-17 4:00,1.6,277.6,0,40
634,아산,2025-03-17 5:00,1.2,314.5,0,43
634,아산,2025-03-17 6:00,0.3,315.7,0,47
634,아산,2025-03-17 7:00,-1,269.9,0,58
634,아산,2025-03-17 8:00,0.8,290.3,0,50
634,아산,2025-03-17 9:00,2.5,283.6,0,36
634,아산,2025-03-17 10:00,3.1,287.2,0,35
634,아산,2025-03-17 11:00,4,291.6,0,32
634,아산,2025-03-17 12:00,4.5,292,0,28
634,아산,2025-03-17 13:00,6.1,310.7,0,21
634,아산,2025-03-17 14:00,6.1,314.9,0,26
634,아산,2025-03-17 15:00,6.9,309.9,0,19
634,아산,2025-03-17 16:00,5.9,33.8,0,42
634,아산,2025-03-17 17:00,5.4,35.4,0,45
634,아산,2025-03-17 18:00,5.2,220,0,39
634,아산,2025-03-17 19:00,3.8,261.9,0,46
634,아산,2025-03-17 20:00,3,216.6,0,57
634,아산,2025-03-17 21:00,3,183.6,0,52
634,아산,2025-03-17 22:00,3.1,180.7,0,52
634,아산,2025-03-17 23:00,3.3,152.8,0,51
634,아산,2025-03-18 0:00,1.2,209.4,0,85
634,아산,2025-03-18 1:00,0.1,189.9,2,96
634,아산,2025-03-18 2:00,0.5,221.7,0,95
634,아산,2025-03-18 3:00,0.7,233.6,0,95
634,아산,2025-03-18 4:00,0.6,227.2,0.5,88
634,아산,2025-03-18 5:00,0.4,213.6,0,86
634,아산,2025-03-18 6:00,-0.1,238.3,1,97
634,아산,2025-03-18 7:00,-0.4,255.7,0,97
634,아산,2025-03-18 8:00,-0.5,256.9,0.5,96
634,아산,2025-03-18 9:00,-0.2,248.4,0.5,96
634,아산,2025-03-18 10:00,1.4,293.4,0,93
634,아산,2025-03-18 11:00,1.9,128.6,0,85
634,아산,2025-03-18 12:00,1.5,302.6,0.5,85
634,아산,2025-03-18 13:00,1.3,320.4,0,90
634,아산,2025-03-18 14:00,2.8,317.2,0,74
634,아산,2025-03-18 15:00,3.7,319.2,0,64
634,아산,2025-03-18 16:00,4.3,303.8,0,58
634,아산,2025-03-18 17:00,4.2,297,0,54
634,아산,2025-03-18 18:00,3.3,298.1,0,49
634,아산,2025-03-18 19:00,2.4,313.5,0,56
634,아산,2025-03-18 20:00,1.9,308.7,0,59
634,아산,2025-03-18 21:00,1.9,306.6,0,58
634,아산,2025-03-18 22:00,1.9,311,0,53
634,아산,2025-03-18 23:00,1.7,271.3,0,52
634,아산,2025-03-19 0:00,0.6,261.8,0,57
634,아산,2025-03-19 1:00,0.3,305.3,0,58
634,아산,2025-03-19 2:00,-1.1,265,0,70
634,아산,2025-03-19 3:00,-1.9,180.6,0,75
634,아산,2025-03-19 4:00,-2.2,180.9,0,73
634,아산,2025-03-19 5:00,-2.6,182.2,0,74
634,아산,2025-03-19 6:00,-2.8,198,0,78
634,아산,2025-03-19 7:00,-3,196.6,0,83
634,아산,2025-03-19 8:00,-1.4,212.5,0,76
634,아산,2025-03-19 9:00,1.3,202.4,0,71
634,아산,2025-03-19 10:00,4.1,258.4,0,54
634,아산,2025-03-19 11:00,5.1,262.9,0,35
634,아산,2025-03-19 12:00,5,284.3,0,36
634,아산,2025-03-19 13:00,5.5,302.7,0,30
634,아산,2025-03-19 14:00,7.9,282.6,0,32
634,아산,2025-03-19 15:00,7.1,300,0,28
634,아산,2025-03-19 16:00,5.9,336.9,0,41
634,아산,2025-03-19 17:00,6.5,302.5,0,27
634,아산,2025-03-19 18:00,5.2,288.2,0,40
634,아산,2025-03-19 19:00,3.5,270.1,0,50
634,아산,2025-03-19 20:00,1.5,243.4,0,67
634,아산,2025-03-19 21:00,0.8,233.6,0,72
634,아산,2025-03-19 22:00,0.9,167,0,70
634,아산,2025-03-19 23:00,0.4,191.7,0,70
634,아산,2025-03-20 0:00,0.3,159.9,0,71
634,아산,2025-03-20 1:00,0.7,168.9,0,68
634,아산,2025-03-20 2:00,0.5,163.2,0,69
634,아산,2025-03-20 3:00,0.7,163.4,0,69
634,아산,2025-03-20 4:00,0.9,151.1,0,71
634,아산,2025-03-20 5:00,0.4,147.7,0,75
634,아산,2025-03-20 6:00,0.4,149.6,0,74
634,아산,2025-03-20 7:00,0.8,144.1,0,74
634,아산,2025-03-20 8:00,2.5,162.7,0,70
634,아산,2025-03-20 9:00,4.8,161.3,0,64
634,아산,2025-03-20 10:00,8,196.7,0,65
634,아산,2025-03-20 11:00,11.9,216.2,0,59
634,아산,2025-03-20 12:00,14,222.1,0,52
634,아산,2025-03-20 13:00,14.5,213.7,0,49
634,아산,2025-03-20 14:00,15.7,216.1,0,47
634,아산,2025-03-20 15:00,15.7,214.2,0,47
634,아산,2025-03-20 16:00,15,221.9,0,48
634,아산,2025-03-20 17:00,12.9,231.2,0,57
634,아산,2025-03-20 18:00,10.6,226.6,0,66
634,아산,2025-03-20 19:00,8.4,219.5,0,77
634,아산,2025-03-20 20:00,8,226,0,78
634,아산,2025-03-20 21:00,7.6,214.7,0,79
634,아산,2025-03-20 22:00,7.1,205.6,0,79
634,아산,2025-03-20 23:00,7,206.1,0,79
634,아산,2025-03-21 0:00,6.2,219.8,0,83
634,아산,2025-03-21 1:00,5.7,208.9,0,85
634,아산,2025-03-21 2:00,5.8,205.6,0,87
634,아산,2025-03-21 3:00,5.7,213.2,0,88
634,아산,2025-03-21 4:00,6.2,198.9,0,88
634,아산,2025-03-21 5:00,5.8,198.1,0,87
634,아산,2025-03-21 6:00,5.9,200.3,0,87
634,아산,2025-03-21 7:00,5.3,213.7,0,89
634,아산,2025-03-21 8:00,7.9,201,0,81
634,아산,2025-03-21 9:00,10.5,217.7,0,70
634,아산,2025-03-21 10:00,13.5,212,0,60
634,아산,2025-03-21 11:00,16.7,232.4,0,48
634,아산,2025-03-21 12:00,18.2,226.4,0,38
634,아산,2025-03-21 13:00,19.4,213.8,0,38
634,아산,2025-03-21 14:00,19.8,221.7,0,37
634,아산,2025-03-21 15:00,19.2,211.3,0,37
634,아산,2025-03-21 16:00,18.3,225,0,38
634,아산,2025-03-21 17:00,17,230.7,0,41
634,아산,2025-03-21 18:00,13.9,221.5,0,46
634,아산,2025-03-21 19:00,10.7,222.7,0,60
634,아산,2025-03-21 20:00,9.1,218.7,0,65
634,아산,2025-03-21 21:00,8,224.6,0,72
634,아산,2025-03-21 22:00,7.2,211.9,0,79
634,아산,2025-03-21 23:00,6.8,201.9,0,78
634,아산,2025-03-22 0:00,7.4,187.5,0,67
634,아산,2025-03-22 1:00,7.7,196,0,62
634,아산,2025-03-22 2:00,8.6,194.9,0,59
634,아산,2025-03-22 3:00,8.6,194.7,0,59
634,아산,2025-03-22 4:00,8.6,194.2,0,62
634,아산,2025-03-22 5:00,8.2,190.3,0,66
634,아산,2025-03-22 6:00,7.7,188.3,0,69
634,아산,2025-03-22 7:00,7.9,192,0,71
634,아산,2025-03-22 8:00,10.7,211.9,0,64
634,아산,2025-03-22 9:00,13.3,216.7,0,55
634,아산,2025-03-22 10:00,16.1,218.2,0,49
634,아산,2025-03-22 11:00,19.3,234.4,0,39
634,아산,2025-03-22 12:00,21.8,235.6,0,34
634,아산,2025-03-22 13:00,23.2,238.9,0,29
634,아산,2025-03-22 14:00,22.7,255.2,0,25
634,아산,2025-03-22 15:00,22.8,253.2,0,25
634,아산,2025-03-22 16:00,21.3,269.8,0,23
634,아산,2025-03-22 17:00,20,228.7,0,32
634,아산,2025-03-22 18:00,16.9,221.4,0,40
634,아산,2025-03-22 19:00,12.8,203.8,0,54
634,아산,2025-03-22 20:00,11.5,205.3,0,59
634,아산,2025-03-22 21:00,10.1,215.6,0,65
634,아산,2025-03-22 22:00,9.4,217.8,0,67
634,아산,2025-03-22 23:00,8.7,220.2,0,69
634,아산,2025-03-23 0:00,9.4,202.6,0,61
634,아산,2025-03-23 1:00,8.3,214.1,0,66
634,아산,2025-03-23 2:00,6.5,187.6,0,73
634,아산,2025-03-23 3:00,5.7,180.4,0,80
634,아산,2025-03-23 4:00,6,181.3,0,82
634,아산,2025-03-23 5:00,6.5,164.3,0,79
634,아산,2025-03-23 6:00,6.1,159.5,0,79
634,아산,2025-03-23 7:00,5.4,168.4,0,83
634,아산,2025-03-23 8:00,8.2,34.4,0,72
634,아산,2025-03-23 9:00,10.7,27.9,0,64
634,아산,2025-03-23 10:00,12.9,303.8,0,57
634,아산,2025-03-23 11:00,17.3,194.4,0,43
634,아산,2025-03-23 12:00,20.8,192.3,0,35
634,아산,2025-03-23 13:00,23.8,227.8,0,26
634,아산,2025-03-23 14:00,24.3,234.2,0,24
634,아산,2025-03-23 15:00,23.4,239.7,0,24
634,아산,2025-03-23 16:00,20.8,240.7,0,33
634,아산,2025-03-23 17:00,17.6,240.3,0,46
634,아산,2025-03-23 18:00,16.2,227.3,0,40
634,아산,2025-03-23 19:00,14,214.6,0,49
634,아산,2025-03-23 20:00,13.3,231.2,0,52
634,아산,2025-03-23 21:00,12,192.7,0,57
634,아산,2025-03-23 22:00,10.7,199.2,0,60
634,아산,2025-03-23 23:00,11.9,175,0,53
634,아산,2025-03-24 0:00,10.8,175.1,0,60
634,아산,2025-03-24 1:00,10.1,0,0,64
634,아산,2025-03-24 2:00,10.5,36.4,0,68
634,아산,2025-03-24 3:00,11.2,0,0,53
634,아산,2025-03-24 4:00,11.3,35.2,0,52
634,아산,2025-03-24 5:00,12.2,219.7,0,49
634,아산,2025-03-24 6:00,12.8,202.1,0,59
634,아산,2025-03-24 7:00,13.2,200.1,0,59
634,아산,2025-03-24 8:00,14,210,0,60
634,아산,2025-03-24 9:00,15.8,223.4,0,57
634,아산,2025-03-24 10:00,17.8,238,0,52
634,아산,2025-03-24 11:00,19.2,237.3,0,50
634,아산,2025-03-24 12:00,20.4,235.4,0,48
634,아산,2025-03-24 13:00,20.5,236.1,0,47
634,아산,2025-03-24 14:00,20.3,241,0,50
634,아산,2025-03-24 15:00,19.3,235.2,0,52
634,아산,2025-03-24 16:00,18.3,234.3,0,55
634,아산,2025-03-24 17:00,15.9,234.6,0,64
634,아산,2025-03-24 18:00,14.2,216.1,0,70
634,아산,2025-03-24 19:00,12.4,215.5,0,78
634,아산,2025-03-24 20:00,11.3,214.8,0,83
634,아산,2025-03-24 21:00,10.6,227.3,0,86
634,아산,2025-03-24 22:00,10.2,226.2,0,88
634,아산,2025-03-24 23:00,10,232.5,0,90
634,아산,2025-03-25 0:00,9.9,208.8,0,90
634,아산,2025-03-25 1:00,9.8,224.9,0,90
634,아산,2025-03-25 2:00,9.4,187.3,0,91
634,아산,2025-03-25 3:00,9.9,211.2,0,92
634,아산,2025-03-25 4:00,10,195.2,0,90
634,아산,2025-03-25 5:00,9.6,203.3,0,89
634,아산,2025-03-25 6:00,8.3,183.9,0,92
634,아산,2025-03-25 7:00,8,224.7,0,95
634,아산,2025-03-25 8:00,9.2,204.5,0,92
634,아산,2025-03-25 9:00,11.6,185.1,0,79
634,아산,2025-03-25 10:00,15.9,208,0,57
634,아산,2025-03-25 11:00,17.8,181.2,0,46
634,아산,2025-03-25 12:00,21.7,205.9,0,35
634,아산,2025-03-25 13:00,22.6,219.8,0,31
634,아산,2025-03-25 14:00,24.2,226.2,0,29
634,아산,2025-03-25 15:00,20.5,246,0,43
634,아산,2025-03-25 16:00,17.7,263.3,0,46
634,아산,2025-03-25 17:00,15.8,298.6,0,38
634,아산,2025-03-25 18:00,13.7,297.2,0,41
634,아산,2025-03-25 19:00,11.6,279.5,0,47
634,아산,2025-03-25 20:00,10,238.4,0,55
634,아산,2025-03-25 21:00,8.4,210.7,0,63
634,아산,2025-03-25 22:00,7.8,205.7,0,66
634,아산,2025-03-25 23:00,7.9,186.1,0,66
634,아산,2025-03-26 0:00,7.2,212.2,0,70
634,아산,2025-03-26 1:00,7.1,212.7,0,69
634,아산,2025-03-26 2:00,6.3,232.4,0,75
634,아산,2025-03-26 3:00,6.1,224.8,0,76
634,아산,2025-03-26 4:00,5.9,198.1,0,77
634,아산,2025-03-26 5:00,5.6,134.8,0,76
634,아산,2025-03-26 6:00,5.5,145.5,0,73
634,아산,2025-03-26 7:00,4.3,212.4,0,82
634,아산,2025-03-26 8:00,7.2,182.7,0,69
634,아산,2025-03-26 9:00,10.4,0,0,62
634,아산,2025-03-26 10:00,13.6,162.2,0,45
634,아산,2025-03-26 11:00,16.3,132.7,0,36
634,아산,2025-03-26 12:00,19.7,130.9,0,23
634,아산,2025-03-26 13:00,22.4,126.3,0,21
634,아산,2025-03-26 14:00,25.7,197.6,0,18
634,아산,2025-03-26 15:00,28,203.1,0,14
634,아산,2025-03-26 16:00,27.6,202,0,17
634,아산,2025-03-26 17:00,27.1,216.4,0,19
634,아산,2025-03-26 18:00,25.4,180.4,0,23
634,아산,2025-03-26 19:00,24,167,0,25
634,아산,2025-03-26 20:00,19.8,219.9,0,36
634,아산,2025-03-26 21:00,18.6,208,0,39
634,아산,2025-03-26 22:00,17.4,224.3,0,45
634,아산,2025-03-26 23:00,16.1,209.2,0,52
634,아산,2025-03-27 0:00,17.5,220.7,0,54
634,아산,2025-03-27 1:00,18.3,217.9,0,56
634,아산,2025-03-27 2:00,18.5,212.1,0,57
634,아산,2025-03-27 3:00,17.2,246,0,61
634,아산,2025-03-27 4:00,19.4,219.1,0,74
634,아산,2025-03-27 5:00,18.6,216,0,82
634,아산,2025-03-27 6:00,17.7,220.5,0,85
634,아산,2025-03-27 7:00,16.6,228.7,0,88
634,아산,2025-03-27 8:00,14.3,279.6,0,90
634,아산,2025-03-27 9:00,12.1,317.2,0,94
634,아산,2025-03-27 10:00,12.1,15.1,0,90
634,아산,2025-03-27 11:00,12.7,353.1,0,86
634,아산,2025-03-27 12:00,12.7,324.2,0,83
634,아산,2025-03-27 13:00,13.1,275.2,0,79
634,아산,2025-03-27 14:00,14.1,51.7,0,75
634,아산,2025-03-27 15:00,15,282.4,0,62
634,아산,2025-03-27 16:00,15,288.7,0,44
634,아산,2025-03-27 17:00,13.2,302.8,0,38
634,아산,2025-03-27 18:00,10.8,313.2,0,43
634,아산,2025-03-27 19:00,10,317.6,0,46
634,아산,2025-03-27 20:00,8.8,318.9,0,54
634,아산,2025-03-27 21:00,7.8,313.2,0,62
634,아산,2025-03-27 22:00,7,283.9,0,70
634,아산,2025-03-27 23:00,5.8,241.9,0,84
634,아산,2025-03-28 0:00,6.3,287.3,0,72
634,아산,2025-03-28 1:00,6,293.6,0,69
634,아산,2025-03-28 2:00,5.7,288,0,72
634,아산,2025-03-28 3:00,5.5,308.9,0,69
634,아산,2025-03-28 4:00,4.7,268.6,0,70
634,아산,2025-03-28 5:00,4.3,261.8,0,66
634,아산,2025-03-28 6:00,4,263.6,0,62
634,아산,2025-03-28 7:00,4.3,302.2,0,58
634,아산,2025-03-28 8:00,5.3,317.2,0,56
634,아산,2025-03-28 9:00,5.8,311.6,0,49
634,아산,2025-03-28 10:00,5.8,317.7,0,45
634,아산,2025-03-28 11:00,6.4,285.5,0,45
634,아산,2025-03-28 12:00,8.1,291.8,0,43
634,아산,2025-03-28 13:00,9,290.7,0,35
634,아산,2025-03-28 14:00,9.5,311.3,0,29
634,아산,2025-03-28 15:00,9.8,314.5,0,26
634,아산,2025-03-28 16:00,9.8,320.9,0,24
634,아산,2025-03-28 17:00,8.5,320.4,0,24
634,아산,2025-03-28 18:00,7.7,316.1,0,33
634,아산,2025-03-28 19:00,6.1,282.4,0,45
634,아산,2025-03-28 20:00,5.3,281.7,0,51
634,아산,2025-03-28 21:00,4.2,289,0,60
634,아산,2025-03-28 22:00,3.1,244.8,0,64
634,아산,2025-03-28 23:00,2.7,244.2,0,67
634,아산,2025-03-29 0:00,2.2,250.4,0,68
634,아산,2025-03-29 1:00,1.1,203.4,0,71
634,아산,2025-03-29 2:00,1,209.8,0,64
634,아산,2025-03-29 3:00,-0.1,226.2,0,72
634,아산,2025-03-29 4:00,-1,217.9,0,81
634,아산,2025-03-29 5:00,-1.1,206.5,0,80
634,아산,2025-03-29 6:00,-1,191.8,0,77
634,아산,2025-03-29 7:00,-0.3,190.6,0,72
634,아산,2025-03-29 8:00,1.8,201.9,0,69
634,아산,2025-03-29 9:00,6.1,226.5,0,58
634,아산,2025-03-29 10:00,6.7,271.9,0,46
634,아산,2025-03-29 11:00,4.5,268.9,0,72
634,아산,2025-03-29 12:00,5.2,280.3,0,63
634,아산,2025-03-29 13:00,4.9,261.9,0.5,71
634,아산,2025-03-29 14:00,6.9,277.5,0,32
634,아산,2025-03-29 15:00,6.4,280.9,0,34
634,아산,2025-03-29 16:00,5.6,317.9,0,27
634,아산,2025-03-29 17:00,5.2,317.4,0,27
634,아산,2025-03-29 18:00,4.2,316.4,0,29
634,아산,2025-03-29 19:00,3.3,315.3,0,31
634,아산,2025-03-29 20:00,2.9,290.5,0,35
634,아산,2025-03-29 21:00,2.4,279.1,0,40
634,아산,2025-03-29 22:00,2.1,292.1,0,41
634,아산,2025-03-29 23:00,1.5,290.2,0,47
634,아산,2025-03-30 0:00,1.2,284.6,0,47
634,아산,2025-03-30 1:00,1.2,291.7,0,51
634,아산,2025-03-30 2:00,0.2,254.3,0,58
634,아산,2025-03-30 3:00,-1,241.3,0,68
634,아산,2025-03-30 4:00,-2,186.7,0,72
634,아산,2025-03-30 5:00,-2.3,157.8,0,72
634,아산,2025-03-30 6:00,-2.7,170.4,0,75
634,아산,2025-03-30 7:00,-2.7,182.6,0,79
634,아산,2025-03-30 8:00,-0.7,188.4,0,69
634,아산,2025-03-30 9:00,2.8,189.7,0,55
634,아산,2025-03-30 10:00,5,197,0,38
634,아산,2025-03-30 11:00,6.7,269.2,0,34
634,아산,2025-03-30 12:00,6.5,273.2,0,42
634,아산,2025-03-30 13:00,7.4,260.9,0,44
634,아산,2025-03-30 14:00,8.5,274.4,0,35
634,아산,2025-03-30 15:00,8.7,286.8,0,27
634,아산,2025-03-30 16:00,9.3,271.8,0,25
634,아산,2025-03-30 17:00,7.9,302,0,30
634,아산,2025-03-30 18:00,7.1,315.9,0,35
634,아산,2025-03-30 19:00,5.9,289.4,0,41
634,아산,2025-03-30 20:00,3.6,250.5,0,56
634,아산,2025-03-30 21:00,3.6,225.6,0,59
634,아산,2025-03-30 22:00,3.9,163.5,0,56
634,아산,2025-03-30 23:00,4.1,165.4,0,55
634,아산,2025-03-31 0:00,3.9,188.4,0,64
634,아산,2025-03-31 1:00,3.4,202.1,0,67
634,아산,2025-03-31 2:00,3,190.9,0,66
634,아산,2025-03-31 3:00,1.8,196.8,0,73
634,아산,2025-03-31 4:00,2.1,177.6,0,75
634,아산,2025-03-31 5:00,2,179.4,0,76
634,아산,2025-03-31 6:00,1.2,171.6,0,77
634,아산,2025-03-31 7:00,1.9,167,0,79
634,아산,2025-03-31 8:00,4.2,147.4,0,71
634,아산,2025-03-31 9:00,6.3,169.8,0,65
634,아산,2025-03-31 10:00,9.5,213.7,0,62
634,아산,2025-03-31 11:00,10.6,194.6,0,42
634,아산,2025-03-31 12:00,12.1,220.8,0,41
634,아산,2025-03-31 13:00,12.9,231.5,0,36
634,아산,2025-03-31 14:00,14.7,261.7,0,35
634,아산,2025-03-31 15:00,11.6,40.1,0,52
634,아산,2025-03-31 16:00,10.3,49.6,0,45
634,아산,2025-03-31 17:00,10.5,34.4,0,42
634,아산,2025-03-31 18:00,10.5,25,0,39
634,아산,2025-03-31 19:00,8.5,230.3,0,52
634,아산,2025-03-31 20:00,6.3,218.4,0,65
634,아산,2025-03-31 21:00,5.9,176.6,0,71
634,아산,2025-03-31 22:00,5.1,196.8,0,76
634,아산,2025-03-31 23:00,5.4,190.1,0,80
634,아산,2025-04-01 0:00,5.1,205.8,0,79
634,아산,2025-04-01 1:00,5.5,169.3,0,81
634,아산,2025-04-01 2:00,3.8,159.8,0,85
634,아산,2025-04-01 3:00,2.6,143,0,91
634,아산,2025-04-01 4:00,2.5,151.8,0,90
634,아산,2025-04-01 5:00,2.4,112.4,0,87
634,아산,2025-04-01 6:00,0.9,195.8,0,92
634,아산,2025-04-01 7:00,1.1,170.9,0,90
634,아산,2025-04-01 8:00,5.1,150.2,0,81
634,아산,2025-04-01 9:00,7.4,179.2,0,71
634,아산,2025-04-01 10:00,11.1,165.2,0,60
634,아산,2025-04-01 11:00,12.5,211.7,0,42
634,아산,2025-04-01 12:00,13.4,325.3,0,41
634,아산,2025-04-01 13:00,14.1,355.2,0,28
634,아산,2025-04-01 14:00,15,354.9,0,23
634,아산,2025-04-01 15:00,14.8,21.9,0,31
634,아산,2025-04-01 16:00,14.5,85.7,0,33
634,아산,2025-04-01 17:00,13.2,350.9,0,35
634,아산,2025-04-01 18:00,12.5,325.8,0,31
634,아산,2025-04-01 19:00,10.7,330.9,0,42
634,아산,2025-04-01 20:00,8.6,61.2,0,63
634,아산,2025-04-01 21:00,8,33,0,60
634,아산,2025-04-01 22:00,7.2,33.7,0,66
634,아산,2025-04-01 23:00,4.7,154.7,0,76
634,아산,2025-04-02 0:00,3.7,206.3,0,80
634,아산,2025-04-02 1:00,2.3,197.2,0,84
634,아산,2025-04-02 2:00,3,259.7,0,75
634,아산,2025-04-02 3:00,2.7,164.9,0,79
634,아산,2025-04-02 4:00,2.6,198.1,0,74
634,아산,2025-04-02 5:00,1.7,140.2,0,81
634,아산,2025-04-02 6:00,0.5,185,0,87
634,아산,2025-04-02 7:00,0.6,184.4,0,87
634,아산,2025-04-02 8:00,3.3,196.3,0,75
634,아산,2025-04-02 9:00,8.2,150.1,0,54
634,아산,2025-04-02 10:00,11.7,209,0,38
634,아산,2025-04-02 11:00,13.4,194.7,0,30
634,아산,2025-04-02 12:00,16.4,269,0,25
634,아산,2025-04-02 13:00,15.3,285.6,0,21
634,아산,2025-04-02 14:00,13.4,262.5,0,27
634,아산,2025-04-02 15:00,11.9,264.3,0,26
634,아산,2025-04-02 16:00,9.5,272.3,0,48
634,아산,2025-04-02 17:00,8.5,218.6,0,63
634,아산,2025-04-02 18:00,8.9,212.2,0,68
634,아산,2025-04-02 19:00,6.9,224.3,0,79
634,아산,2025-04-02 20:00,7.2,161.5,0,80
634,아산,2025-04-02 21:00,7.6,136.4,0,77
634,아산,2025-04-02 22:00,7.7,124.8,0,84
634,아산,2025-04-02 23:00,7.3,81.9,0,76
634,아산,2025-04-03 0:00,6.7,53.4,0,75
634,아산,2025-04-03 1:00,5.8,84.9,0,78
634,아산,2025-04-03 2:00,5,75,0,82
634,아산,2025-04-03 3:00,4.2,115.5,0,84
634,아산,2025-04-03 4:00,4.1,57.3,0,86
634,아산,2025-04-03 5:00,4,83.8,0,84
634,아산,2025-04-03 6:00,4.1,65.1,0,85
634,아산,2025-04-03 7:00,2.8,0,0,91
634,아산,2025-04-03 8:00,5.2,37.7,0,81
634,아산,2025-04-03 9:00,7.5,45.5,0,72
634,아산,2025-04-03 10:00,9.3,49.7,0,62
634,아산,2025-04-03 11:00,10,321.2,0,62
634,아산,2025-04-03 12:00,11,317.3,0,54
634,아산,2025-04-03 13:00,13.1,309.8,0,44
634,아산,2025-04-03 14:00,14,297.4,0,38
634,아산,2025-04-03 15:00,14.2,23.6,0,35
634,아산,2025-04-03 16:00,13.7,284.7,0,44
634,아산,2025-04-03 17:00,13.4,306.8,0,44
634,아산,2025-04-03 18:00,11.6,314.6,0,52
634,아산,2025-04-03 19:00,9.2,312.8,0,59
634,아산,2025-04-03 20:00,8.1,338.2,0,68
634,아산,2025-04-03 21:00,6.6,305.7,0,75
634,아산,2025-04-03 22:00,5.6,213.8,0,78
634,아산,2025-04-03 23:00,5.7,177.4,0,78
634,아산,2025-04-04 0:00,5,198.4,0,85
634,아산,2025-04-04 1:00,4.3,218.8,0,84
634,아산,2025-04-04 2:00,4.8,189.1,0,83
634,아산,2025-04-04 3:00,4.6,207.4,0,85
634,아산,2025-04-04 4:00,5.2,184.6,0,82
634,아산,2025-04-04 5:00,4.7,184,0,84
634,아산,2025-04-04 6:00,4.7,157.1,0,85
634,아산,2025-04-04 7:00,4.2,168.4,0,86
634,아산,2025-04-04 8:00,6.2,188.7,0,80
634,아산,2025-04-04 9:00,8.9,198.7,0,65
634,아산,2025-04-04 10:00,10.9,184.9,0,48
634,아산,2025-04-04 11:00,13.4,271.6,0,39
634,아산,2025-04-04 12:00,16,230.1,0,37
