연번,지역,기관명,전화번호
579,아산시,송곡도서관,041-537-3951
580,아산시,송악 반딧불이지역아동센터,041-543-1889
581,아산시,송악면주민자치센터,041-537-3611
582,아산시,순천향대학교 부설 평생교육원,041-530-3008
583,아산시,시민생활관,041-537-3901
584,아산시,신영아카데미,041-532-2072
585,아산시,신창면주민자치센터,041-537-3134
586,아산시,신창지역아동센터,041-543-0694
587,아산시,아산 P.art 공예문화센터,070-7644-5396
588,아산시,아산YMCA,041-546-9877
589,아산시,아산가정성상담지원센터,041-546-9191
590,아산시,아산가정행복학교,041-543-0601
591,아산시,아산가정행복학교,041-543-0601
592,아산시,아산간호학원,041-542-8250
593,아산시,아산경매전문학원,041-546-1388
594,아산시,아산교육청,041-539-2201
595,아산시,아산권곡청솔아파트도서관,041-533-1155
596,아산시,아산글사랑문고,041-549-3441
597,아산시,아산대한법학원,041-547-1144
598,아산시,아산동부평생교육원,041-542-8641
599,아산시,아산모종한성필하우스 문고,041-544-6622
600,아산시,아산문화의 집,041-544-4864
601,아산시,아산바리스타학원,041-533-0719
602,아산시,아산배방푸르지오문고,041-544-0061
603,아산시,아산삼성간호학원,041-552-7595
604,아산시,아산새로일하기센터,041-530-8131
605,아산시,아산새일센터,041-570-5530
606,아산시,아산서부종합사회복지관,041-541-2020
607,아산시,아산서부종합사회복지관,041-541-2020
608,아산시,아산시가정.결혼상담센터,041-540-2979
609,아산시,아산시근로자종합복지관,041-537-3963
610,아산시,아산시노인종합복지회관,041-544-1401
611,아산시,아산시다문화가족지원센터,041-540-2787
612,아산시,아산시새마을회,041-544-3870
613,아산시,아산시자원봉사센터,041-541-8550
614,아산시,아산시청소년상담실,041-532-2000
615,아산시,아산시건강가정·다문화가족지원센터,041-548-9779
616,아산시,아산시결혼이민자가족지원센터,041-540-2787
617,아산시,아산시근로자종합보지관,041-544-7954
618,아산시,아산시노인종합복지관,041-544-1401
619,아산시,아산시농아인협회,041-544-8961
620,아산시,아산시농업기술센터,1577-6611
621,아산시,아산시동부노인복지관,041-533-7722
622,아산시,아산시립도서관(둔포도서관),041-537-3961
623,아산시,아산시립도서관(배방도서관),041-537-3956
624,아산시,아산시립도서관(송곡도서관),041-537-3951
625,아산시,아산시립도서관(어린이도서관),041-537-3966
626,아산시,아산시민대학한글학교,041-534-0839
627,아산시,아산시민모임,041-531-0082
628,아산시,아산시보건소,041-537-3419
629,아산시,아산시보건소,041-1234-5678
630,아산시,아산시생활체육협의회,041-546-7330
631,아산시,아산시여성회관,041-536-8483
632,아산시,아산시이주노동자센터,041-541-9112
633,아산시,아산시자원봉사센터,041-543-1365
634,아산시,아산시장애인복지관,041-545-7722
635,아산시,아산시장애인복지관,041-545-7727
636,아산시,아산시장애인종합복지관,041-545-7727
637,아산시,아산시종합일자리지원센터,041-537-3000
638,아산시,아산시지속가능발전협의회,041-532-7781
639,아산시,아산시청,041-537-3370
640,아산시,아산시청 경로장애인과,041-540-2827
641,아산시,아산시청 교육도시과,041-540-2408
642,아산시,아산시청 기획예산담당관,041-540-2206
643,아산시,아산시청 문화관광과,041-540-2530
644,아산시,아산시청 여성가족과,041-540-2345
645,아산시,아산시청소년교육문화센터,041-539-6600
646,아산시,아산시청소년상담복지센터,041-541-0039
647,아산시,아산시청소년지원센터,041-532-2000
648,아산시,아산시평생학습관,041-537-3370
649,아산시,아산아이파크작은도서관,041-548-9800
650,아산시,아산여성새로일하기센터,041-530-8131
651,아산시,아산외국인노동자지원센터,041-541-9112
652,아산시,아산요리제빵직업전문학교,041-545-3552
653,아산시,아산자동차정비중장비학원,041-546-4888
654,아산시,아산장영실과학관,041-903-5594
655,아산시,아산정린박물관,041-549-4005
656,아산시,아산제과제빵학원,041-548-0559
657,아산시,아산종합사회복지관,041-542-2308
658,아산시,아산종합사회복지관,041-542-2308
659,아산시,아산직업전문학교,041-544-8250
660,아산시,아산직업전문학교,041-544-8250
661,아산시,아산커피타카데미학원,041-541-5775
662,아산시,아산포스코더샾레이크사이드문고,041-534-7158
663,아산시,아신시자원봉사센터,041-543-1365
664,아산시,어린이도서관,041-536-8615
665,아산시,연화마을주공7단지아파트도서관(글마루도서관),041-547-9447
666,아산시,연화마을칸6단지아파트 작은도서관,041-541-3105
667,아산시,염치읍주민자치센터,041-537-3601
668,아산시,영인면주민자치센터,041-537-3661
669,아산시,영인산산림박물관,041-538-1947
670,아산시,예꿈어린이도서관,041-548-3604
671,아산시,예사랑작은도서관,041-534-6611
672,아산시,옥련청소년육성개발원,041-548-1326
673,아산시,온양1동주민자치센터,041-537-3711
674,아산시,온양2동주민자치센터,041-537-3721
675,아산시,온양3동주민자치센터,041-537-3731
676,아산시,온양4동주민자치센터,041-537-3741
677,아산시,온양5동주민자치센터,041-537-3751
678,아산시,온양6동주민자치센터,041-537-3761
679,아산시,온양간호학원,041-533-3667
680,아산시,온양꽃샘미용학원,041-545-1194
681,아산시,온양문화원,041-545-2222
682,아산시,온양민속박물관,041-542-6001
683,아산시,온양손말지역아동센터,041-549-4819
684,아산시,온양아산중장비운전학원,041-543-4888
685,아산시,온주종합사회복지관,041-544-7411
686,아산시,온주종합사회사회복지관,041-544-7411
687,아산시,온주푸른교실지역아동센터,041-547-7411
688,아산시,온지중앙작은도서관,041-548-4814
689,아산시,온천제일교회,041-546-6130
690,아산시,옹기발효음식전시·체험관,041-549-0075
691,아산시,옹달샘도서관,041-541-2020
692,아산시,와이시티작은도서관,041-622-1340
693,아산시,외암도예촌,041-534-6127
694,아산시,외암민속관,041-541-0848
695,아산시,용연마을2차작은도서관,041-534-7755
696,아산시,용화마을신도브래뉴아파트,041-531-7034
697,아산시,용화아이파크작은도서관,041-549-8056
698,아산시,용화엘크루아파트 작은도서관,041-541-2128
699,아산시,우리들공부방,041-545-1934
700,아산시,우리들문고,041-545-1934
701,아산시,위드제과제빵커피학원,041-533-9004
702,아산시,유원대학교 부설 평생교육원(아산),041-536-5817
703,아산시,음봉면주민자치센터,041-537-3641
704,아산시,음봉산동종합사회복지관,041-534-7953
705,아산시,이마트문화센터 아산점,041-422-1250
706,아산시,이선생회계전문학원,041-544-7831
707,아산시,이화작은도서관,041-534-2246
708,아산시,인주면주민자치센터,041-537-3671
709,아산시,인주지역아동센터,041-532-0701
710,아산시,인주휴먼시아작은도서관,041-532-0701
711,아산시,자동차산업평생교육원,041-541-5439
712,아산시,장수마을꿈꾸는도서관,041-542-8066
713,아산시,장애인성폭력아산상담소,041-541-1514
714,아산시,장재마을작은도서관,041-534-7833
715,아산시,좋은평생교육원,041-549-0486
716,아산시,중국Tong어학원,041-552-8999
717,아산시,중앙도서관,041-530-6610
718,아산시,청솔작은도서관,041-543-3760
719,아산시,충남애견미용학원,041-541-5321
720,아산시,충무공이순신기념관,041-539-4600
721,아산시,충무교육원,041-539-5400
722,아산시,칸4단지작은도서관,041-543-3395
723,아산시,코아루에듀파크아파트도서관,070-8865-1215
724,아산시,키움작은도서관,041-547-9422
725,아산시,탕정면주민자치센터,041-537-3631
726,아산시,탕정온샘도서관,041-536-8740
727,아산시,탕정작은도서관,041-543-6203
728,아산시,탕정한마음종합사회복지관,041-543-7400
729,아산시,텃밭인문학작은도서관,041-543-3608
730,아산시,평생학습관극장,041-537-3903
731,아산시,푸른들작은도서관,041-546-3586
732,아산시,풀샘작은도서관,041-549-6906
733,아산시,풀잎문화센터 아산지부,041-549-5579
734,아산시,한국JPC요양보호사교육원,041-542-2306
735,아산시,한국문화센터,041-548-6400
736,아산시,한국상담평생교육원,041-532-3343
737,아산시,한국폴리텍IV아산대학,041-539-9300
738,아산시,한국표준협회 충남북부지역센터,041-532-7203
739,아산시,한국품질재단평생교육시설,041-547-0470
740,아산시,한글학교·쉼터,041-534-0839
741,아산시,한라비발디아파트도서관,041-534-5222
742,아산시,한별작은도서관,041-532-1191
743,아산시,한우리독서문화원,041-533-0868
744,아산시,해늘도서관,041-542-6847
745,아산시,해비타트문고,041-543-6744
746,아산시,햇살작은도서관,041-549-7332
747,아산시,행복무지개 작은도서관,041-534-6223
748,아산시,행복한도서관,041-545-5199
749,아산시,행복한지역아동센터,041-545-5199
750,아산시,힐링평생교육원,041-544-0679
751,서산시,(사)대한산업안전협회충남서부지회,041-669-1480
752,서산시,MBC아카데미뷰티미용학원,041-667-0100
753,서산시,고북면주민자치센터,041-663-2301
754,서산시,고북작은도서관,070-8668-0880
755,서산시,구세군인권작은도서관,041-663-5793
756,서산시,글사랑작은도서관,041-667-2214
757,서산시,김대진커피아카데미학원,000-000-0000
758,서산시,노둣돌평생교육원,041-664-3214
759,서산시,늘푸른요양보호사교육원,041-669-9277
760,서산시,늘푸른작은도서관,070-4253-8626
761,서산시,대산도서관,041-661-8087
762,서산시,동문2동주민자치센터,041-664-2224
763,서산시,동문동아더프라임 작은도서관,041-662-2253
764,서산시,동문동코아루작은도서관,041-662-3166
765,서산시,롯데마트문화센터서산점,041-661-0120
766,서산시,마스터직업전문학교,041-681-7016
767,서산시,맑은샘공예학원,000-000-0000
768,서산시,미문작은도서관,041-664-8848
769,서산시,부석면주민자치센터,041-660-3425
770,서산시,부석작은도서관,070-4366-2588
771,서산시,비발디작은도서관,041-669-7599
772,서산시,사단법인한국노년문화교육협의회충남지부부설평생교육원,000-000-0000
773,서산시,서령컴퓨터학원,000-000-0000
774,서산시,서산석림사회복지관,041-667-2303
775,서산시,서산YMCA,041-664-0848
776,서산시,서산간호조무사양성학원,041-665-6600
777,서산시,서산기독교청년회(YMCA),041-664-0848
778,서산시,서산네일미용학원,000-000-0000
779,서산시,서산롯데캐슬작은도서관,041-669-5501
780,서산시,서산문화복지센터,041-666-7104
781,서산시,서산문화원,041-669-5050
782,서산시,서산문화원작은도서관,041-669-5050
783,서산시,서산미용피부학원,041-668-8877
784,서산시,서산바리스타학원,041-662-2922
785,서산시,서산비전고시학원,041-669-0099
786,서산시,서산새일센터,041-660-2707
787,서산시,서산석림사회복지관,041-667-2303
788,서산시,서산시농업기술센터,041-662-5959
789,서산시,서산시문화회관,041-661-8031
790,서산시,서산시청소년상담복지센터,041-669-2000
791,서산시,서산시평생학습센터,041-660-3049
792,서산시,서산시건강가정·다문화가족지원센터,041-664-2710
793,서산시,서산시농업기술센터,041-662-5959
794,서산시,서산시다문화가족지원센터,041-664-2710
795,서산시,서산시다문화작은도서관,041-664-2710
796,서산시,서산시립도서관,041-661-8071
797,서산시,서산시여성회관(문화복지센터),041-660-0200
798,서산시,서산시자원봉사센터,041-668-1365
799,서산시,서산시장애인종합복지관,041-668-4744
800,서산시,서산시종합사회복지관,041-667-4063
801,서산시,서산시청소년문화의집,041-688-7320
802,서산시,서산시청소년상담복지센터,041-660-2255
803,서산시,서산시청소년지원센터꿈드림,041-669-9056
804,서산시,서산여성새로일하기센터,041-736-6244
805,서산시,서산요리학원,041-665-3631
806,서산시,서산중기운전학원,041-665-7432
807,서산시,서산지역사회교육협회의,041-662-2727
808,서산시,서산컴퓨터학원,041-664-4107
809,서산시,서일간호학원부설요양보호사교육원,041-663-1015
810,서산시,서해안청소년수련원,041-664-9481
811,서산시,서해천수만청소년수련원,041-669-9100
812,서산시,석남동행정복지센터,041-660-3681
813,서산시,성연면주민자치센터,041-662-8301
814,서산시,수림작은도서관,041-663-0596
815,서산시,수석동주민자치센터,041-660-2614
816,서산시,쉴만한물가작은도서관,041-665-4111
817,서산시,시립도서관,041-660-2588
818,서산시,아름다운사람서산미용학원,041-668-8877
819,서산시,양지패션디자인학원,041-681-5660
820,서산시,예천한성필 작은도서관,041-664-6501
821,서산시,우산재작은도서관,000-000-0000
822,서산시,운산면주민자치센터,041-663-4005
823,서산시,음암면주민자치센터,041-660-5200
824,서산시,음암해오름문화센터,041-663-5200
825,서산시,읍내현대아파트 작은도서관,041-681-4969
826,서산시,이마트서산점문화센터,041-670-1250
827,서산시,이안작은도서관,041-665-1915
828,서산시,인지면주민자치센터,041-660-3405
829,서산시,인지작은도서관,070-8244-2588
830,서산시,종합사회복지관,041-667-4062
831,서산시,종합요리학원,041-665-3377
832,서산시,주벨듀뷰티아카데미학원,041-666-0822
833,서산시,중앙요리학원,041-665-4030
834,서산시,충남용접전문학원,041-681-8079
835,서산시,토성산맹꽁이작은도서관,041-662-1026
836,서산시,팔봉면주민자치센터,041-662-6301
837,서산시,푸르지오작은도서관,041-665-0081
838,서산시,풀잎문화연합회서산지부,041-669-3368
839,서산시,한국문화센터서산,041-664-9030
840,서산시,한서대학교 부설 평생교육원,041-660-1404
841,서산시,해미면주민자치센터,041-660-3549
842,서산시,현진에버빌 작은도서관,041-681-5750
843,서산시,효성해링턴 작은도서관,041-681-9004
844,논산시,(주)혜강공예,041-732-9634
845,논산시,KT&G상상마당 논산,041-734-6985
846,논산시,KT&G상상마당논산,041-734-6984
847,논산시,가야곡면 자치센터,041-730-4611
848,논산시,가야곡면주민자치센터,041-746-8821
849,논산시,강경도서관,041-746-8980
850,논산시,강경읍 자치센터,041-730-4601
851,논산시,강경읍주민자치센터,041-746-8501
852,논산시,건양대학교,041-730-5114
853,논산시,건양대학교 부설 평생교육원,041-730-5114
854,논산시,광석(빛돌)작은도서관,041-746-8611
855,논산시,광석면주민자치센터,041-746-8611
856,논산시,글로벌외국어평생교육원,000-000-0000
857,논산시,금강대학교 부설 평생교육원,041-731-3021
858,논산시,꿈나무작은도서관,041-734-2630
859,논산시,꿈창의교실,041-730-5382
860,논산시,꿈창의교육협동조합,041-730-5382
861,논산시,낭낭미용학원,041-735-5384
862,논산시,네일스토리뷰티스쿨미용학원,041-735-9456
863,논산시,노서서재,041-735-1215
864,논산시,노성면주민자치센터,041-746-8641
865,논산시,논산YWCA,041-736-7393
866,논산시,논산간호전문학원,041-732-5185
867,논산시,논산공예협동조합,041-733-4651
868,논산시,논산다국어 작은도서관,041-736-4606
869,논산시,논산도배학원,041-736-2345
870,논산시,논산문화예술회관,041-746-5950
871,논산시,논산문화요리학원,041-736-3030
872,논산시,논산문화원,041-732-2395
873,논산시,논산새일센터,041-736-6244
874,논산시,논산시 청소년수련관 작은도서관,041-746-5783
875,논산시,논산시건강가정·다문화가족지원센터,041-733-7800
876,논산시,논산시건강가정지원센터,041-733-7800
877,논산시,논산시농업기술센터,041-746-5114
878,논산시,논산시자원봉사센터,041-736-1365
879,논산시,논산시종합사회복지관,041-746-8421
880,논산시,논산시청,041-746-5114
881,논산시,논산시청소년상담복지센터,041-746-5920
882,논산시,논산시청소년지원센터꿈드림,041-746-5935
883,논산시,논산여성새로일하기센터,041-736-6244
884,논산시,논산여성인력개발센터,041-736-6244
885,논산시,논산제과제빵학원,041-734-4751
886,논산시,논산제일성결교회 작은도서관,041-736-1991
887,논산시,논산중기운전학원,041-734-3778
888,논산시,논산한샘컴퓨터학원,041-734-3390
889,논산시,대성정보처리학원,041-733-2228
890,논산시,두란노도서관,041-736-1002
891,논산시,드림평생교육원,041-733-4651
892,논산시,리벤하임작은도서관,041-735-1884
893,논산시,맥전산회계직업전문학원,041-732-8432
894,논산시,물사랑어린도서관,041-733-3220
895,논산시,백제간호조무사양성학원,041-733-9960
896,논산시,백제군사박물관,041-730-4538
897,논산시,벌곡면 자치센터,041-730-4609
898,논산시,벌곡면주민자치센터,041-746-8761
899,논산시,봄봄도서관,041-742-1424
900,논산시,부적면 자치센터,041-746-8706
901,논산시,부적면주민자치센터,041-746-8701
902,논산시,부창동주민자치센터,041-746-8931
903,논산시,삼동심전계발원,041-733-9216
904,논산시,상월면주민자치센터,041-746-8671
905,논산시,상월어린이도서관,041-732-4084
906,논산시,상월주민자치도서관,041-746-8676
907,논산시,성동면주민자치센터,041-746-8581
908,논산시,쉼터도서관,041-732-1419
909,논산시,양촌면주민자치센터,041-746-8791
910,논산시,어울림평생교육원,041-735-6810
911,논산시,엠비씨아케데미뷰티스쿨미용학원,041-733-0015
912,논산시,여성인력개발센터(사회복지과),000-000-0000
913,논산시,연무도서관,041-746-8990
914,논산시,연무읍주민자치센터,041-746-8541
915,논산시,연산면주민자치센터,041-746-8731
916,논산시,은진면주민자치센터,041-746-8851
917,논산시,이도도예,000-000-0000
918,논산시,전인교육센터,041-731-1255
919,논산시,종합사회복지관(공공시설사업소),041-746-8422
920,논산시,중앙컴퓨터학원,041-736-8600
921,논산시,채운면주민자치센터,041-746-8881
922,논산시,천동교회작은도서관,041-732-8173
923,논산시,청소년수련관(사회복지과),041-730-4892
924,논산시,취암동주민자치센터,041-746-8911
925,논산시,커피의전설바리스타학원,000-000-0000
926,논산시,케이티앤지상상마당 논산,041-734-6986
927,논산시,하늘샘마을문고,041-735-8124
928,논산시,한빛도서관,041-736-1457
929,논산시,홈플러스평생교육아카데미논산점,041-731-8005
930,논산시,황화정작은도서관,041-742-0864
931,계룡시,(시립)드림 지역아동센터,042-841-3631
932,계룡시,The하기 평생교육원,070-7526-0117
933,계룡시,건양대학교 계룡대학습관,042-551-1543
934,계룡시,건양대학교 평생교육센터,042-551-1543
935,계룡시,계룡 성평등 가족상담소,042-841-1072
936,계룡시,계룡도서관,042-840-3607
937,계룡시,계룡문화예술의전당,042-840-3702
938,계룡시,계룡사랑의 지역아동센터,042-841-8554
939,계룡시,계룡시노인종합복지관,042-841-2103
940,계룡시,계룡시농업기술센터,042-840-3407
941,계룡시,계룡시문화예술의 전당,042-840-3707
942,계룡시,계룡시보건소,042-840-3507
943,계룡시,계룡시사회복지협의회,042-551-9191
944,계룡시,계룡시자원봉사센터,042-841-0625
945,계룡시,계룡시노인복지관,042-841-2103
946,계룡시,계룡시노인종합복지관,042-841-2103
947,계룡시,계룡시농업기술센터,042-840-3407
948,계룡시,계룡시다문화가족지원센터,042-551-1133
949,계룡시,계룡시성폭력상담소,042-551-7795
950,계룡시,계룡시자원봉사센터,042-841-1365
951,계룡시,계룡시청,042-840-2114
952,계룡시,계룡시청소년상담복지센터,042-551-1318
953,계룡시,계룡엄사도서관,042-840-3667
954,계룡시,계룡푸른솔,042-551-1118
955,계룡시,국방학원,042-841-7674
956,계룡시,금암동 주민자치센터,042-840-3007
957,계룡시,금암동문화사랑방,042-840-3007
958,계룡시,대한노인회계룡시지회,042-841-8923
959,계룡시,도원울타리 지역아동센터,042-551-7950
960,계룡시,두마면주민자치센터,042-840-3307
961,계룡시,맑은샘 도서관,042-841-8771
962,계룡시,서부중장비운전학원,042-841-5070
963,계룡시,신도안면주민자치센터,042-840-3207
964,계룡시,신도안어린이작은도서관,042-840-3231
965,계룡시,아름다운도서관,042-840-5200
966,계룡시,엄사 도서관,042-840-3667
967,계룡시,엄사 지역아동센터,042-841-3350
968,계룡시,엄사면주민자치센터,042-840-3107
969,계룡시,육해공군본부교회문화센터,042-551-2885
970,계룡시,지엠시티정책개발연구원,042-551-0202
971,계룡시,충남다문화(가정)협회 계룡시지회,042-551-2008
972,계룡시,충남지체장애인협회 계룡시지회,042-841-9990
973,계룡시,한국간호학원,042-551-1254
974,계룡시,홈플러스문화센터 계룡점,042-550-8005
975,금산군,(사)문화와사람,000-000-0000
976,금산군,(사)숲속마을 작은학교,041-752-8127
977,금산군,(사)아침햇살청소년문화원,041-753-6567
978,금산군,(사)한국음악협회금산군지부,041-752-3373
979,금산군,(재)예모청소년세움원,041-751-4491
980,금산군,교육앤미디어,000-000-0000
981,금산군,군북면작은도서관,041-753-7919
982,금산군,군북면주민자치센터,041-750-2051
983,금산군,금강생태과학체험장,041-751-2415
984,금산군,금산 기적의도서관,041-750-4486
985,금산군,금산건강누리관,041-754-8334
986,금산군,금산교육문화개발원,041-751-0810
987,금산군,금산군건강가정·다문화가족지원센터,041-750-3990
988,금산군,금산군농업기술센터,041-750-3511
989,금산군,금산군여성창의문화센터,041-750-4491
990,금산군,금산군자원봉사센터,041-751-3382
991,금산군,금산군자치종합대학,041-751-3255
992,금산군,금산군장애인종합복지관,041-754-7511
993,금산군,금산군청,041-750-2114
994,금산군,금산군청소년상담복지센터,041-751-1383
995,금산군,금산기적의도서관,041-750-4486
996,금산군,금산다락원,041-750-4425
997,금산군,금산다락원청소년수련관,041-750-4440
998,금산군,금산문화원,041-754-2724
999,금산군,금산문화의집,041-754-1318
1000,금산군,금산보건소,041-750-4315
1001,금산군,금산산림문화타운,041-750-3435
1002,금산군,금산역사문화박물관(구.금산향토관),041-750-2383
1003,금산군,금산읍주민자치센터,041-750-2012
1004,금산군,금산인삼고을도서관,041-750-4470
1005,금산군,금산인삼관,041-750-2621
1006,금산군,금산전문극단 비단길,041-1300-9487
1007,금산군,금산지구별그림책마을,041-753-6576
1008,금산군,금산지구별그림책마을 작은도서관,041-753-6576
1009,금산군,금산청소년미래센터,041-754-8853
1010,금산군,금산청소년상담복지센터,041-751-2007
1011,금산군,금산필하모닉오케스트라,041-750-4421
1012,금산군,금산하이비젼센터,041-750-7000
1013,금산군,금산한마음야학 사회적협동조합,000-000-0000
1014,금산군,금성면 주민자치센터,041-751-6812
1015,금산군,금성면주민자치센터,041-750-2021
1016,금산군,금황도예,041-753-7034
1017,금산군,꿈나래직업진로체험원,041-751-5959
1018,금산군,남이면주민자치센터,041-750-2071
1019,금산군,남일면작은도서관,041-754-2831
1020,금산군,남일면주민자치센터,041-750-2061
1021,금산군,다드림작은도서관,041-752-9161
1022,금산군,두손요양보호사교육원,041-751-8991
1023,금산군,드림하우스,041-751-3733
1024,금산군,마달피삼육청소년수련원,041-754-6868
1025,금산군,복수면주민자치센터,041-750-2091
1026,금산군,부리면주민자치센터,041-750-2041
1027,금산군,신세계중장비운전전문학원,041-1833-6628
1028,금산군,에코습지교육원,041-751-2416
1029,금산군,열린작은도서관,041-754-9160
1030,금산군,제원면주민자치센터,041-750-2031
1031,금산군,제원작은도서관,041-752-2475
1032,금산군,조팝꽃피는마을,041-753-5382
1033,금산군,중부대학교 부설 원격평생교육원,041-750-6495
1034,금산군,중앙간호조무사학원,041-751-4080
1035,금산군,진산도서관,041-750-2953
1036,금산군,진산면주민자치센터,041-750-2081
1037,금산군,추부도서관,041-750-2955
1038,금산군,추부면주민자치센터,041-750-2101
1039,금산군,추부문화의집,041-752-7097
1040,금산군,친환경놀이지도사협회,041-754-3913
1041,금산군,칠백의총관리소(기념관),041-753-8701
1042,금산군,태영민속박물관,041-754-7942
1043,금산군,하늘선물작은도서관,041-751-0603
1044,금산군,한빛컴퓨터전문학원,041-753-3119
1045,금산군,홍삼체험학습장 드림하우스,070-8859-4963
1046,금산군,희망도서관,041-753-0692
1047,부여군,(사)백제영춘회,041-835-2077
1048,부여군,(사)백제청소년의 별,041-835-4990
1049,부여군,(사)사물놀이한울림교육원,041-832-0190
1050,부여군,구룡면주민자치센터,041-830-6482
1051,부여군,국립부여박물관,041-833-8562
1052,부여군,규암LH천년나무아파트도서관,041-833-0202
1053,부여군,규암면주민자치센터,041-830-6388
1054,부여군,내산면주민자치센터,041-833-4002
1055,부여군,늘푸른문고,041-832-9182
1056,부여군,동네형아,000-000-0000
1057,부여군,문화가 있는 도서관,041-835-0701
1058,부여군,백제역사문화관,041-635-7740
1059,부여군,백제요,041-836-0300
1060,부여군,백제요리제과제빵학원,041-837-7778
1061,부여군,부여국악의전당,041-830-2926
1062,부여군,부여군 장애인종합복지관,041-836-2157
1063,부여군,부여군평생학습센터,041-830-2176
1064,부여군,부여군농업기술센터,041-830-2552
1065,부여군,부여군다문화가족지원센터,041-830-2900
1066,부여군,부여군자원봉사센터,041-830-2874
1067,부여군,부여군장애인종합복지관,041-836-2157
1068,부여군,부여군청,041-830-2114
1069,부여군,부여군청소년문화의집,041-832-5506
1070,부여군,부여군청소년상담복지센터,041-836-1898
1071,부여군,부여군청소년수련원,041-835-5502
1072,부여군,부여군청소년수련원[청소년지원센터],041-836-1898
1073,부여군,부여문화원,041-835-3318
1074,부여군,부여여성문화회관,041-830-2911
1075,부여군,부여읍주민자치센터,041-833-5802
1076,부여군,부여정보처리학원,041-835-7146
1077,부여군,뷰티라인미용학원,041-837-0701
1078,부여군,사단법인 한국맷돌체조연맹,02-2025-6166
1079,부여군,석성면주민자치센터,041-830-6778
1080,부여군,세도면주민자치센터,041-830-6748
1081,부여군,아빠학교엄마교실박물관,041-833-8987
1082,부여군,양화면주민자치센터,041-830-6632
1083,부여군,옥산면주민자치센터,041-830-6568
1084,부여군,외산도서실,041-836-9675
1085,부여군,외산면주민자치센터,041-830-6448
1086,부여군,은산교육박물관(아빠학교 엄마교실 박물관),000-000-0000
1087,부여군,은산면주민자치센터,041-830-6399
1088,부여군,은혜간호학원,041-836-0065
1089,부여군,임천면주민자치센터,041-830-6688
1090,부여군,장암공부방,041-832-7604
1091,부여군,장암면,041-830-2664
1092,부여군,장암면주민자치센터,041-830-6702
1093,부여군,정림사지박물관,041-832-2721
1094,부여군,좋은도서관,041-833-5730
1095,부여군,주교면,041-932-7302
1096,부여군,주바라기도서실,041-836-6353
1097,부여군,청소년문화의집,041-832-5506
1098,부여군,초촌면주민자치센터,041-830-6808
1099,부여군,충화면주민자치센터,041-830-6628
1100,부여군,하늘사다리,041-834-3377
1101,부여군,한국전통문화대학교 부설 평생교육원(부여),041-830-7113
1102,부여군,한국전통염색교육원,041-835-3575
1103,부여군,행복담은도서관,041-830-2896
1104,부여군,홍산공공도서관,041-830-2896
1105,부여군,홍산면주민자치센터,041-830-6538
1106,서천군,고살메갈꽃체험마을,041-953-4111
1107,서천군,국립해양생물 자원관 씨큐리움,041-950-0600
1108,서천군,그린컴퓨터학원,041-952-6400
1109,서천군,기벌포문화마당,041-953-4068
1110,서천군,기산면복지회관,041-951-9942
1111,서천군,다움문화예술기획연구회(문화체육과 문화예술담당),000-000-0000
1112,서천군,당선제일교회 지역사랑방,000-000-0000
1113,서천군,두란노 북카페(서천교회작은도서관),041-952-0057
1114,서천군,마산면 주민자치센터,041-950-6440
1115,서천군,마산면바우처후원회,041-953-2301
1116,서천군,마서동네장터생산자협의회,041-953-1141
1117,서천군,문산마을도서관,041-950-4587
1118,서천군,북적북적 북카페,041-950-6420
1119,서천군,비인면주민자치센터,041-952-6300
1120,서천군,비인향교,041-950-4226
1121,서천군,사회복지법인윤정복지재단,041-952-0944
1122,서천군,서림국악원,041-952-8071
1123,서천군,서면작은도서관,041-953-4116
1124,서천군,서면주민자치센터,041-950-6560
1125,서천군,서천교회노인대학교,041-952-0057
1126,서천군,서천군장애인종합복지관,041-950-1253
1127,서천군,서천군청소년상담복지센터,041-953-4040
1128,서천군,서천군(문화체육과 한산모시담당),000-000-0000
1129,서천군,서천군건강가정·다문화가족지원센터,041-953-1911
1130,서천군,서천군귀농인협의회,041-952-2116
1131,서천군,서천군노인복지관,041-950-1204
1132,서천군,서천군농민회 마서어머니학교,041-953-6225
1133,서천군,서천군농업기술센터,041-950-6600
1134,서천군,서천군미디어문화센터소풍+,041-956-7936
1135,서천군,서천군여성문화센터,041-951-6677
1136,서천군,서천군여성장애인연대,041-952-0387
1137,서천군,서천군외국인지원센터,041-956-0798
1138,서천군,서천군일자리종합센터,041-953-1919
1139,서천군,서천군자원봉사센터,041-953-0526
1140,서천군,서천군장애인종합복지관,041-950-1253
1141,서천군,서천군종합교육센터,041-950-4591
1142,서천군,서천군지역순환경제센터,041-953-1919
1143,서천군,서천군청소년문화센터,041-951-7942
1144,서천군,서천군청소년상담복지센터,041-953-9799
1145,서천군,서천군청소년수련관,041-956-3003
1146,서천군,서천군청소년지원센터꿈드림,041-953-4040
1147,서천군,서천도농교류학교,041-951-2117
1148,서천군,서천문예의전당,041-950-4227
1149,서천군,서천문화원,041-953-0123
1150,서천군,서천사랑,041-000-0000
1151,서천군,서천서예학원,041-953-2773
1152,서천군,서천여성농업인종합지원센터,041-952-3356
1153,서천군,서천요리아카데미학원,041-952-4880
1154,서천군,서천읍 주민자치센터,041-950-4114
1155,서천군,서천읍주민자치센터,041-953-3002
1156,서천군,서천향교,041-953-3577
